@id;@type;name;addr:street;addr:housenumber;addr:postcode;addr:city;amenity;cuisine;website;email;phone;contact:phone;contact:email;opening_hours;;;;;;;;;;;
11388068939;node;Cafe Berg;Berggasse;8;1090;Vienna;cafe;;;;4,36776E+12;;;Sa, Su 09:00-15:00;;;;;;;;;;;
11388092189;node;Oji Izakaya;Leopold-Ungar-Platz;3;1190;Vienna;restaurant;japanese;https://www.oji.at;;4,36764E+11;;oji.izakaya@outlook.com;"Mo-Sa 11:30-15:00, 17:30-22:00; Su 11:30-15:00, 17:00-20:00";;;;;;;;;;;
11396690208;node;Gergely's;Schlossgasse;21;1050;Wien;restaurant;regional;https://www.gergelys.at/;;+43 1 544 07 67;;;Tu-Sa 18:00-01:00;;;;;;;;;;;
11405179969;node;Chap;;;1070;;restaurant;vietnamese;;;;;;;;;;;;;;;;;
11405425918;node;rosebar centrala;RauscherstraÃŸe;5;1200;Wien;restaurant;polish;https://www.centrala.at/;;;+43 664 933 51678;;We-Sa 17:30-23:00;;;;;;;;;;;
11410340734;node;Melmanâ€˜s;Hernalser HauptstraÃŸe;137;;;cafe;;https://www.melmans.at/;office@melmans.at;+43 699 11 04 01 02;;;Mo-Th 07:00-20:00; Fr 07:00-22:00; Sa-Su 08:00-20:00;;;;;;;;;
11418239809;node;Happy Budda;Dingelstedtgasse;3;1150;Wien;restaurant;chinese;;;;+43 1 893 42 17;info@happybuddha.co.at;"Mo-Tu 11:30-14:30, 17:30-22:00; Th-Su 11:30-14:30, 17:30-22:00; We off";;;;;;;;;;;
11422599969;node;Pizza Preferita;;;1020;;restaurant;italian;italian_pizza;https://preferita.at/;;+43 660 3720381;;;Tu-Su 11:30-23:30;;;;;;;;;;
11432383773;node;SELLENY'S Bar;Am Stadtpark;1;1030;Wien;restaurant;regional;https://sellenys-bar.at/;;+43 1 71700 12132;;;;;;;;;;;;;;
11438593044;node;Wildkaffee;;;;;cafe;;;;;;;;;;;;;;;;;;
11439276501;node;Needle Vinyl Bar;Barnabitengasse;8;1060;;bar;;https://needlevinylbar.com;;;;;Mo-Fr 11:00-00:00; Sa-Su 14:00-02:00;;;;;;;;;;
11444865232;node;Lederhosn Stadl Bar;Himberger StraÃŸe;33;1100;Wien;bar;;;;;;;Th 20:00-02:00; Fr-Sa 22:00-05:00;;;;;;;;;;
11460031963;node;Made in Sud;MargaretenstraÃŸe;36;1040;Wien;restaurant;italian;https://madeinsud.at/;office@madeinsud.at;;+43 1 9522 345;;Mo-Sa 11:30-22:00;;;;;;;;;;;
11480601969;node;La Mercerie;Berggasse;25;1090;;cafe;french;;;;;;Mo-Sa 08:30-19:00;;;;;;;;;;;
11488977554;node;Tauber;;;;;cafe;;;;;;;;;;;;;;;;;;
11488977555;node;Vapiano;;;;;restaurant;italian;;;;;;Mo-Sa 11:00-22:00; Su 12:00-20:00;;;;;;;;;;
11490043178;node;Chernomorka;Schnirchgasse;Althoff-Jacobi-Gasse;13;1030;Wien;restaurant;seafood;ukrainian;https://chernomorka.at/;;;;;Mo-Su,PH 11:00-23:00;;;;;;;;;
11491631478;node;Pizzanista;;;;;restaurant;pizza;;;;;;Fr 15:00-22:00; Sa-Th 11:00-22:00;;;;;;;;;;
11492198761;node;L'Attimo Kaffee Bistrot;Rennweg;23;1030;Wien;cafe;;;lattimokaffee@gmail.com;+43 676 7367404;;;Mo-Fr 09:00-19:00; Sa 09:00-18:30;;;;;;;;;;
11492198762;node;;Rennweg;23;1030;Wien;cafe;;;;;;;;;;;;;;;;;;
11494579325;node;CafÃ© Elias;Parkring;14-16;1010;Wien;cafe;;;;4,31266E+13;;;Mo-Fr 08:00-17:00; Sa-Su 09:00-18:00;;;;;;;;;;
11499960769;node;Empanadas Blitz;SchrottgieÃŸergasse;1;1020;;restaurant;argentinian;;;4,3677E+11;;;Mo-Fr 11:30-22:00; Sa 16:00-22:00;;;;;;;;;;
11505906734;node;;;;;;restaurant;;;;;;;;;;;;;;;;;;
11505906735;node;OXBO Vienna Waterfront;Handelskai;269;1020;Vienna;restaurant;international;regional;coffee_shop;https://oxbo-viennawaterfront.at/;;+43 1 72777 72120;;;Mo-Su 06:30-23:00;;;;;;;;;
11514109483;node;Restaurant Marswiese;;;;;restaurant;coffee_shop;regional;;;+43 1 489717212;;;"Mo-Fr 10:00-23:00; Sa,Su 10:00-20:00; PH 10:00-20:00";;;;;;;;;;
11524981729;node;Wild Bean Cafe;;;;;cafe;coffee_shop;;;;;;24. Jul;;;;;;;;;;;
11525004682;node;Wild Bean Cafe;;;;;cafe;coffee_shop;;;;;;24. Jul;;;;;;;;;;;
11541220826;node;404 at the Leo Grand;;;;;restaurant;;https://dontaskwhy.at/;;;;;Mo-Su 09:00-24:00;;;;;;;;;;;
11543753358;node;Tanti Saluti;Rainergasse;31;1040;Wien;restaurant;italian;austrian;arab;;;;+43 01 5058986;office@tantisaluti.at;Mo-Su 11:00-23:00;;;;;;;;;
11544775669;node;Walter CEWAPI;;;;;restaurant;;;;;;;Mo-Su,PH 10:00-22:00;;;;;;;;;;;
11546973761;node;KÃ¶zde DÃ¶ner;Keplerplatz;1;1100;Wien;restaurant;turkish;kebab;;;;+43 1 6025324;info@kozdedoner-restaurant.at;Mo-Su 11:00-22:00;;;;;;;;;;
11550881464;node;Jin's Zieglergasse;Zieglergasse;13;1070;Wien;restaurant;chinese;https://www.jins.at/jins1070;;4313460145;;;Mo-Sa 11:30-22:00;;;;;;;;;;;
11565051359;node;Angelo;Hernalser GÃ¼rtel;25;;;cafe;;;;;;;;;;;;;;;;;;
11573604635;node;Cutz Naschmarkt;;;;;cafe;;;;;;;;;;;;;;;;;;
11574037673;node;Edo Kitchen;;;;;restaurant;japanese;;;;;;;;;;;;;;;;;
11574037674;node;Dem's Gourmet;;;;;restaurant;turkish;;;;;;;;;;;;;;;;;
11574037677;node;Fat Monk;;;;;restaurant;;;;;;;;;;;;;;;;;;
11574037678;node;Chi Chi Shop & Eat;;;;;restaurant;;;;;;;;;;;;;;;;;;
11577267819;node;Fisch Viertel At 1060;;;;;restaurant;seafood;https://www.fischviertel.at;;;;;Mo-Sa 08:00-23:00;;;;;;;;;;;
11577267821;node;Schnitzel & Ribs Beisl;;;;;restaurant;;;;;;;;;;;;;;;;;;
11577267822;node;Weineck;;;;;bar;;;;;;;;;;;;;;;;;;
11577267833;node;Rafael's Vinothek;;;;;bar;;;;;;;;;;;;;;;;;;
11577643765;node;Cavallo Nero;Hermann-GlÃ¼ck-Weg;6;;;restaurant;italian;;;;;;;;;;;;;;;;;
11598699447;node;Bojito;KÃ¶llnerhofgasse;3;1010;Vienna;bar;;;;;;;;;;;;;;;;;;
11603168919;node;CafÃ© AuÃŸergewÃ¶hnlich;Nisselgasse;9;1140;Wien;cafe;;https://www.aussergewoehnlich.wien/;;;;;;;;;;;;;;;;
11608090171;node;Voulez Vous;;;;;restaurant;pizza;;;;;;;;;;;;;;;;;
11635043456;node;Karl;Margaretenplatz;6;1050;Wien;cafe;pastry;coffee_shop;sandwich;bagel;;;;;;Mo-Sa 08:00-16:00; Su 08:00-14:00;;;;;;;
11659498241;node;Yalla Falafel - Lebanese Street Food;Operngasse;23;;;restaurant;;;;;;;Mo-Su,PH 11:00-20:00;;;;;;;;;;;
11662521363;node;BeMINT CafÃ¨;Johann-Nepomuk-Berger-Platz;1;1160;Wien;cafe;;;;;;;Mo-Su 08:00-22:00;;;;;;;;;;;
11663014827;node;La Bottega Del Gusto;;618;;;restaurant;;https://www.labottegadelgusto.at;;+43 1 5851999;;;Mo-Sa 07:30-18:00;;;;;;;;;;;
11663095843;node;SchÃ¶n & Gut;;;;;cafe;;;;;;;Mo-Fr 09:00-18:00; Sa 09:00-13:00;;;;;;;;;;
11677605764;node;CafÃ© Fokus;Kleine Pfarrgasse;28;1020;Wien;cafe;;;;;;;Di-Fr 07:30-17:00, Sa-So 09:00-16:00,;;;;;;;;;;;
11682241801;node;Pizzeria Mari;Leopoldsgasse;2;;;restaurant;pizza;;;;;;;;;;;;;;;;;
11682582600;node;CL- Lucky Food;Steinbauergasse;2;;;restaurant;asian;;;;;;Mo-Su 11:00-22:00;;;;;;;;;;;
11694173992;node;Tuk Tuk;;;;;restaurant;;;;;;;;;;;;;;;;;;
11694320575;node;Vevi Vegan Rolls and Pots;KaiserstraÃŸe;121;1070;Wien;restaurant;sushi;thai;https://vevirestaurant.at/kaiserstr/;;4,36604E+11;;;Tu-Su 11:00-22:00;;;;;;;;;;
11694858869;node;;;;;;restaurant;;;;;;;;;;;;;;;;;;
11697269395;node;Tantan;MargaretenstraÃŸe;61-63;;;restaurant;chinese;;;;;;Mo-Sa 11:00-22:00; Su 11:30-22:00;;;;;;;;;;
11700863533;node;Cyclist;;;;;cafe;;https://www.cafe-cyclist.com/;;;;;Mo-Su 08:00-17:00;;;;;;;;;;;
11700863535;node;Lucy Bar;;;;;bar;;https://lucybar.at/;;;;;"Tu,We,Fr-Su 11:00-18:00; Th 11:00-21:00";;;;;;;;;;;
11703715914;node;Peggy's | Coffee & Tea;;;;;cafe;;;;;;;"Mo-Fr 12:00-19:00; Sa,Su 10:00-20:00";;;;;;;;;;;
11705104955;node;In-Dish Mini;LiechtensteinstraÃŸe;82-84;;;restaurant;indian;https://in-dish.at;;;;;;;;;;;;;;;;
11705124564;node;ParkcafÃ© im unteren Belvedere;;;1030;;cafe;austrian;https://don.at/en/locations/parkcafe/;parkcafe@don.at;4,36648E+13;;;Mo-Su 10:00-18:00;;;;;;;;;;;
11708248373;node;Yu Noodle & Hotpot;;;;;restaurant;chinese;;;+43 664 5066196;;;"Mo-Th 11:30-15:00,17:00-22:00; Fr 11:30-15:00,17:00-23:00; Sa,Su,PH 11:30-23:00";;;;;;;;;;;
11708725862;node;Drei BÃ¶gen;;;;;cafe;;;;;;;"Tu-Th 16:00-24:00, Fr,Sa 16:00-02:30; Su,Mo off";;;;;;;;;;;
11725394925;node;Doris;Wurzbachgasse;13;;;cafe;;;;;;;;;;;;;;;;;;
11728490637;node;TLR Timos Living Room;BÃ¼rgerspitalgasse;20;;;bar;;;;;;;;;;;;;;;;;;
11730081710;node;M* Kantine;Traisengasse;2;;;restaurant;;;;;;;Mo-Fr 11:00-15:00;;;;;;;;;;;
11732361947;node;R-Bar;Breitenfurter StraÃŸe;8;;;bar;;https://r-bar.at/;;;;;"Mo-Th, Su 18:00-00:00; Fr, Sa 18:00-02:00";;;;;;;;;;;
11732383822;node;Don't call it Pizza;Breitenfurter StraÃŸe;6;;;restaurant;pizza;burger;https://www.dcip.at/;;4319346350;;;Mo-Su 07:00-23:00;;;;;;;;;;
11734459582;node;Burger & Sweets;MissindorfstraÃŸe;27;1140;Wien;restaurant;burger;https://casa-aquila.at;;4312015225;;;"Mo-Th,Sa 11:00-22:30; Su 12:00-22:30; PH 11:00-22:45";;;;;;;;;;;
11736810160;node;Das ZwÃ¶lf;;;;;restaurant;;;;;;;;;;;;;;;;;;
11736820329;node;Mamas;;;;;bar;;;;;;;Tu,We 17:00-01:00, Th-Sa 17:00-02:00;;;;;;;;;;;
11745555863;node;Hit & Hope;Seyringer StraÃŸe;6;1210;Wien;cafe;snack;https://www.hitandhope.wien/;kontakt@hitandhope.wien;;;;Mo-Th 13:00-24:00, Fr-Sa 13:00-01:00, Su 13:00-24:00;;;;;;;;;;;
11746577385;node;Hitomi Plus;;;;;restaurant;asian;https://www.hitomi.at/hitomi-1110/;;;;;;;;;;;;;;;;
11750315918;node;Glasswing;KÃ¤rntner Ring;8;1010;Wien;restaurant;fine_dining;https://www.glasswing-restaurant.com/de/kontakt.html;;;+43 1 22122-12;;Mo-Su,PH 07:00-23:00;;;;;;;;;;;
11751140628;node;Citrus Vienna;Lindengasse;53;1070;Wien;restaurant;italian;https://www.citrusvienna.com;info@citrusvienna.com;+43 670 402 00 61;;;"Tu-Fr 10:30-21:00; Sa 10:00-18:00; Su,Mo,PH off";;;;;;;;;;;
11757828584;node;Bowl Market;Leopold-Ungar-Platz;3/C;1190;Wien;restaurant;asian;bowl;wok;https://www.bowlmarket.at;bowlmarket@outlook.at;+43 676 377 4623;;;Mo-Su 11:00-20:00;;;;;;;;;
11757924382;node;Krut;;;;;restaurant;;https://krut.cc/;;;;;We-Fr 11:00-14:00, 16:00-20:00;;;;;;;;;;;
11759124236;node;Doubek;;;;;restaurant;fine_dining;https://restaurantdoubek.at/;;;;;;;;;;;;;;;;
11761399962;node;Yu;;;;;restaurant;;;;;;;;;;;;;;;;;;
11769635315;node;Bella Compagnia;;;;;restaurant;italian;pizza;https://bellacompagnia.at/home-meildingerhauptstrasse/;;;;;Mo-Su 11:00-23:00;;;;;;;;;;
11784544795;node;Boomerang;Ottakringer StraÃŸe;124;;;cafe;;;;;;;;;;;;;;;;;;
11799416569;node;CafÃ©-Meierei Volksgarten;;;;;cafe;;https://www.stelldichein.at/;;;;;Mo-Su 10:00-17:00;;;;;;;;;;;
11801707373;node;Jade | Food & Drinks;BÃ¼rgerspitalwiese;10;1110;Wien;restaurant;pizza;burger;https://linktr.ee/jade_food_drinks;;+43 660 5186627;;;Mo-Su 10:00-23:00;;;;;;;;;;
11802665314;node;Exklusive;WÃ¤hringer GÃ¼rtel;80;;;bar;;;;;;;;;;;;;;;;;;
11809659685;node;Barbecue King;;;;;restaurant;;;;;;;;;;;;;;;;;;
11809669523;node;Cafe Zora;;;;;cafe;;;;;;;;;;;;;;;;;;
11809674615;node;Cafe Mischel;;;;;cafe;;;;;;;;;;;;;;;;;;
11809674616;node;Asiahaus;;;;;restaurant;;;;;;;;;;;;;;;;;;
11810258180;node;Cafe Kati;HÃ¼tteldorfer StraÃŸe;208;;;cafe;;;;;;;;;;;;;;;;;;
11827105342;node;Pizzeria lâ€™Amore;;;;;restaurant;pizza;http://www.pizzeria-lamore.at/;office@pizzeria-lamore.at;+43 01 94 18 777;;;Mo-Su 10:30-22:00;;;;;;;;;;;
11831598760;node;Soulmate Bar;Siebensterngasse;60;1070;Wien;bar;;https://soulmatebar.com;;+43 660 1208906;;;;;;;;;;;;;;
11833268403;node;Admiral Sportsbar;;;;;bar;;;;;;;Mo-Su 08:00-23:30;;;;;;;;;;;
11871571602;node;Le Bloom;Rankgasse;29;;;restaurant;italian;https://lebloom.at;;;;;Tu-Su 10:00-23:00;;;;;;;;;;;
11871571603;node;Gyros Hellas;Rankgasse;27;;;restaurant;greek;;;;;;;;;;;;;;;;;
11871828502;node;Greenie's;BillrothstraÃŸe;32;;;restaurant;;;;;;;;;;;;;;;;;;
11871923876;node;OTTO Weingartshofer;Schwendergasse;41;;;restaurant;;https://otto.eatbu.com/;;;;;;;;;;;;;;;;
11873682084;node;CafÃ© Laska;Lainzer StraÃŸe;7;;;cafe;;;;;;;"Tu-Fr 07:00-16:00; Sa, Su 09:00-16:00";;;;;;;;;;;
11873846797;node;SCHNIBI-Schnitzel billig;MeiselstraÃŸe;75;1140;Wien;restaurant;;;;+43 (1) 9847154;;;11:00-21:00;;;;;;;;;;;
11875888511;node;Wagnerin;;;;;cafe;cafe;cake;austrian;https://www.wagnerin.wien/;moni@wagnerin.wien;+43 664 9283260;;;Mo-Sa 09:00-22:00; We off; Su 09:00-17:00;;;;;;;
11876273735;node;Omnom Burger;Sechsschimmelgasse;24;;;restaurant;;https://omnomburger.at;;4,36601E+11;;;"Tu-Fr 16:00-22:00; Sa, Su 16:00-22:00";;;;;;;;;;;
11876354185;node;Schutzhaus Ottakringer Gartenfreunde;Steinlegasse;15;;;restaurant;;https://das-schutzhaus.at/;;0664/65 88 037;;;Mo, Tu, Fr-Su 11:00-22:00;;;;;;;;;;;
11879023369;node;JOLA;;;;;restaurant;;https://www.jola.wien/;;;;;We-Su 18:00-23:00;;;;;;;;;;;
11879217491;node;BerlastÃ¼berl;;;;;restaurant;;;;;;;;;;;;;;;;;;
11883565887;node;Dorato;;;;;bar;;;;;;;Mo-Fr 16:00-00:00;;;;;;;;;;;
11887203356;node;Cafe Jaqueline;;;;;cafe;;;;;;;Mo-Su,PH 07:50-23:00;;;;;;;;;;;
11889352069;node;InterContinental;;;;;bar;;;;;;;Mo-Su 18:00-01:00;;;;;;;;;;;
11889405669;node;The Hoxton;;;;;bar;;;;;;;Mo-Fr 17:00-01:00; Sa-Su 12:00-01:00;;;;;;;;;;
11891801540;node;Biergarten;;;;;restaurant;austrian;;;;;;Mo-Su 11:00-17:30;;;;;;;;;;;
11896825990;node;Christines Strebersdorfer Beisl;;;;;restaurant;;;;;;;Mo-Su 08:00-20:00;;;;;;;;;;;
11905911067;node;Buschenschank Familie SzÃ¼ts & Weinbau Suchel;Untere Jungenberggraben;111;1210;Wien;restaurant;buschenschank;;buschenschankszuets@outlook.com;4312923397;;;;;;;;;;;;;;
11915918058;node;Coffee Junkie;Pilgramgasse;3;1050;Wien;cafe;coffee_shop;cake;https://junkie.coffee/;info@junkie.coffee;+43 699 18167304;;;Mo-Fr 07:30-18:00; Sa 09:30-18:00; Su 10:00-18:00;;;;;;;;
11928163270;node;JR Indian Fusion Cuisine;Tivoligasse;55;1120;;restaurant;indian;;;;;;Mo-Su 11:30-22:00;;;;;;;;;;;
11931330427;node;"""Cafe Old Vienna""";Zieglergasse;25;;;cafe;;;;;;;;;;;;;;;;;;
11958724188;node;Jazz Club Mio;Schellhammergasse;22;;;bar;;;;;;;;;;;;;;;;;;
11958794782;node;S'Cazzo;;;;;cafe;;;;;;;;;;;;;;;;;;
11966412922;node;4HANGOVER.at;;;;;restaurant;;;;;;;;;;;;;;;;;;
11967780564;node;MQ daily;Museumsplatz;1;1070;Wien;restaurant;organic;https://www.mqdaily.at/;;+43 (1) 5224524;;;"Tu, Fr, Sa 09:00-00:00; Mo-We, Su, PH 09:00-24:00";;;;;;;;;;;
11975206762;node;CafÃ© Mond;;;;;cafe;;;;;;;Mo-Th 15:00-23:00, Fr,Sa 12:00-24:00, Su,PH 12:00-22:00;;;;;;;;;;;
11981696855;node;Kruna Balkana;;;;;restaurant;;;;;;;"Mo-Th,Su 11:00-23:00; Fr-Sa 11:00-24:00";;;;;;;;;;;
11981696856;node;Lounge Semendria;;;;;cafe;;;;;;;;;;;;;;;;;;
11983086021;node;Borsalino;Pelzgasse;16;;;bar;;;;;;;;;;;;;;;;;;
11983086024;node;;;;;;cafe;;;;;;;Mo-Fr 10:00-18:00;;;;;;;;;;;
11983095637;node;Sezam;Brunnengasse;15;;;cafe;;;;;;;;;;;;;;;;;;
11983648184;node;Aruba;;;;;bar;;;;;;;Mo-Su 06:00-01:00;;;;;;;;;;;
11985544782;node;desi Vibes;GroÃŸ-Enzersdorfer StraÃŸe;54;1220;Wien;restaurant;indian;pasta;pizza;;;+43 1 430 22 08;;;Mo-Su 11:00-22:00;;;;;;;;;
12000713266;node;Matzi Katzi;;;;;cafe;;;;;;;;;;;;;;;;;;
12001365069;node;l'arte;WehlistraÃŸe;330;1020;;restaurant;italian;italian_pizza;pizza;https://www.larte-restaurant.at/;office@larte-restaurant.at;0664 919 02 33;;;Mo-Su 11:00-23:00;;;;;;;;;
12028866970;node;Green Door Bistro Vienna;Josefsplatz;1;1010;;restaurant;austrian;https://www.green-door.at/;info@green-door.at;4,36776E+12;;;Mo-Fr 11:00-15:00;;;;;;;;;;;
12029835300;node;FidelioÂ´s CaffÃ¨ e Gelato;Linzer StraÃŸe;158;1140;Wien;cafe;coffee_shop;ice_cream;https://www.cafefidelios.at/;;+43 1 5888729;;;Mo-Fr 09:00-17:00;;;;;;;;;;
12032771467;node;Dai Golosi;;;;;restaurant;italian;;;;;;Mo-Fr 11:30-22:00;;;;;;;;;;;
12034032824;node;WinzerkÃ¶nigin;;;;;bar;;;;;;;Mo-Sa 17:00-23:00;;;;;;;;;;;
12037542771;node;Donatella;;;;;restaurant;italian;;;;;;"Tu-Fr 11:00-20:00; Sa 10:00-18:00; Su,Mo off";;;;;;;;;;;
12039986209;node;Ichi Go Ichi E;Stubenring;6;;;restaurant;ramen;;;;;;;;;;;;;;;;;
12048792534;node;CafÃ© Pavillon;;;;;cafe;;https://www.cafepavillon.at/;;4,31361E+11;;;"Mo-Fr 10:00-18:00; Sa,Su 09:00-18:00";;;;;;;;;;;
12059495430;node;Asia Restaurant;;;;;restaurant;;;;;;;;;;;;;;;;;;
12061084580;node;88 Noodles;;;;;restaurant;noodle;;;;;;;;;;;;;;;;;
12061867805;node;WOA;;;;;restaurant;asian;;;;;;Mo-Sa 11:30-22:00;;;;;;;;;;;
12066484920;node;Villa Canevale;;;;;restaurant;;;;;;;;;;;;;;;;;;
12077325742;node;Gaby's Treff;Zehetnergasse;16;1140;Wien;bar;;;;;;;Mo-Sa 12:00-22:00, Su 15:00-21:00;;;;;;;;;;;
12085769399;node;Joseph II Schloss-Restaurant SchÃ¶nbrunn;SchloÃŸ SchÃ¶nbrunn-KontrollorstÃ¶ckl, SchÃ¶nbrunner SchloÃŸstraÃŸe;47;1130;Wien;restaurant;austrian;https://www.restaurant-schoenbrunn.at/;;+43 (0)1 934 62 20;;;Mo-Su 10:00-22:00;;;;;;;;;;;
12089176538;node;Markterei;Severingasse;7;;;restaurant;heuriger;;;;;;Fr 14:00-21:00;;;;;;;;;;;
12089237737;node;L'Incontro SchÃ¶nbrunn;Ratschkygasse;37;1120;Wien;cafe;ice_cream;coffee_shop;;;+43 660 9447248;;;Tu-Su 14:00-19:30;;;;;;;;;;
12089310651;node;Bruno-e-Marrone;;;;;cafe;;https://bruno-e-marrone-coffee.com/;;;;;Mo-Th 09:00-18:00; Fr 09:00-22:00; Sa 10:00-22:00; Su 10:00-16:00;;;;;;;;
12092278462;node;Maximus;;;;;cafe;;;;;;;;;;;;;;;;;;
12095716071;node;Kias Kitchen | modern brazilian;Gumpendorfer StraÃŸe;37;1060;Wien;restaurant;brazilian;https://kiaskitchen.org/;;;;;Tu-Sa 17:30-22:00;;;;;;;;;;;
12104435420;node;matteo;Kirchengasse;35;;;restaurant;italian;matteovienna.at;;+43 1 23 01 073;;;"Tu-Th 18:00-23:00; Fr, Su 12:00-15:00, 18:00-23:00; Sa 12:00-23:00";;;;;;;;;;;
12104654356;node;Sky Garden;WipplingerstraÃŸe;2;;;bar;;;;;;;Mo-Sa 17:00-24:00;;;;;;;;;;;
12123693701;node;ÄŒewapi by Walter;Handelskai;94-96;1200;Wien;restaurant;balkan;https://cewapi.at;wien@cewapi.at;+43 66 778 44 769;;;Mo-Su 10:00-22:00;;;;;;;;;;;
12124481977;node;Zur GemÃ¼tlichkeit;;;;;restaurant;regional;;;;;;;;;;;;;;;;;
12145561201;node;Cafe Hide;RÃ¶mergasse;15;1160;;cafe;;;;;;;Fr 06:00-02:00; Sa 08:00-02:00; Su 08:00-00:00; Mo-Th 06:00-00:00;;;;;;;;
12148163076;node;Rigel;Hernalser GÃ¼rtel;18;;;bar;;;;;;;;;;;;;;;;;;
12155880305;node;Das Bistro;;;;;cafe;;;;;;;;;;;;;;;;;;
12155981553;node;;;;;;cafe;;;;;;;;;;;;;;;;;;
12160714100;node;Moons Rooftop Bar;;;;;bar;;;;;;;;;;;;;;;;;;
12161972388;node;bela bÃ©la;;;;;restaurant;;;;;;;We-Sa 18:00-23:00;;;;;;;;;;;
12165808201;node;das Hugo;;;1120;;bar;burger;chicken;coffee_shop;fish;grill;ice_cream;pasta;;;;;;Mo-Fr 10:00-23:00; Sa 12:00-22:00;;;;
12165921950;node;daylounge cafÃ©.bistro.bar;;;;;restaurant;coffee;https://www.daylounge.at/;cafe@daylounge.at;+43 1 7154984;;;Mo-Fr 08:00-22:00; Sa-Su 09:00-21:00;;;;;;;;;;
12175011198;node;Trzesniewski;;;;;restaurant;;https://www.trzesniewski.at/;office@trzesniewski.at;+43 1 9074404;;;Mo-Fr 09:00-19:30; Sa 09:00-18:00;;;;;;;;;;
12184398144;node;Turm Restaurant;;;;;restaurant;;https://www.donauturm.at/gastronomie-and-shop/turm-restaurant/;;;;;;;;;;;;;;;;
12184398145;node;Turm CafÃ©;;;;;cafe;;https://www.donauturm.at/de/gastronomie-and-shop/turm-cafe/;;;;;;;;;;;;;;;;
12204791403;node;Heines;HeinestraÃŸe;42;1020;Vienna;cafe;;https://www.cafeheines.com/;;;;;Tu-Fr 14:00-22:00; Su 10:00-15:00;;;;;;;;;;
12208482413;node;Chattanooga;Graben;29a;1010;wien;cafe;international;grill;regional;https://www.chattanooga.at;;;;;Sa-Su 16:00-22:00;;;;;;;;;
12209615559;node;trude und tÃ¶chter: trude;GuÃŸhausstraÃŸe;8;1040;Wien;restaurant;regional;https://www.trudeund.at;;+43 664 9664840;;;Tu-Su 09:00-23:00;;;;;;;;;;;
12219091174;node;L&M;HÃ¼tteldorfer StraÃŸe;61;;;cafe;;;;;;;;;;;;;;;;;;
12219091181;node;Caffe Dynamic;HÃ¼tteldorfer StraÃŸe;51;;;bar;;;;;;;;;;;;;;;;;;
12222068207;node;Klein Cafe;NeubaugÃ¼rtel;29;;;cafe;;;;;;;;;;;;;;;;;;
12236189141;node;Kafe;WÃ¤hringer StraÃŸe;23;;;cafe;;https://bttr.agency/kafe;;;;;;;;;;;;;;;;
12239458206;node;Cafe U3;;;;;cafe;;;;;;;;;;;;;;;;;;
12239489800;node;Diablo;;;;;cafe;;;;;;;;;;;;;;;;;;
12246427283;node;PI-PA-PO;ErdbergstraÃŸe;101;;;restaurant;;;;4,36649E+12;;;"Mo-Th 12:00-22:00; Fr, Sa 12:00-02:00";;;;;;;;;;;
12270890164;node;Sushi-Restaurant Martin Kyoto;Ignaz-KÃ¶ck-StraÃŸe;1;1210;Wien;restaurant;;https://scn.at/gastro/;;4312717546;;;;;;;;;;;;;;
12290124823;node;Top 02;UniversitÃ¤tsstraÃŸe;2;1090;Wien;cafe;french;https://www.top02.at/;bonjour@top02.at;4,36767E+11;;;Mo-Su 12:00-18:00;;;;;;;;;;;
12294683664;node;Watertuin;;;;;restaurant;;;;;;;;;;;;;;;;;;
12301517263;node;Tomochan Ramen;Prinz-Eugen-StraÃŸe;2;;;restaurant;ramen;https://tomochanramen.at;info@tomochan.at;+43 1 3302123;;;Mo-Th 11:30-22:00; Fr-Su 12:30-22:00;;;;;;;;;;
12301781378;node;Al Castello;Hetzendorfer StraÃŸe;77-79;1120;Wien;cafe;italian_pizza;;;+43 1 3186078;;;Mo-Sa 08:00-21:00; Su 09:00-21:00;;;;;;;;;;
12301821323;node;Oishi Sushi;Gumpendorfer StraÃŸe;36;1060;Wien;restaurant;sushi;;;;;;Su-Fr 11:00-21:30; Sa off;;;;;;;;;;
12303959356;node;Das GoldstÃ¼ck;;;;;cafe;;;;;;;Mo-Fr 07:30-17:00;;;;;;;;;;;
12305680304;node;Matto Pizza Gourmet;;;;;restaurant;pizza;;;;;;;;;;;;;;;;;
12306873833;node;Sofram;;;;;restaurant;;;;;;;Mo-Su,PH 06:00-22:00;;;;;;;;;;;
12307225323;node;Alt-Ottakring;;;;;cafe;;;;;;;;;;;;;;;;;;
12307225449;node;Calanthe;;;;;restaurant;;;;;;;Mo-Su 14:00-24:00;;;;;;;;;;;
12307233033;node;N&M - Take away food;;;;;restaurant;;;;;;;;;;;;;;;;;;
12307242190;node;Tommy's StÃ¼berl;;;;;bar;;;;;;;;;;;;;;;;;;
12307243106;node;Milano;;;;;cafe;;;;;;;;;;;;;;;;;;
12309384058;node;Cafe NOOI;Gumpendorfer StraÃŸe;28;1060;Wien;cafe;;;;;;;;;;;;;;;;;;
12309413030;node;Mariatrink Rooftop Bar;WindmÃ¼hlgasse;28;1060;Wien;bar;;;;;;;Mo-Su 16:00-01:00;;;;;;;;;;;
12316343840;node;la Stella Wien;Opernring;03. Jun;;;cafe;italian;;;;;;;;;;;;;;;;;
